,Unnamed: 0_df1,class_df1,0_df1,1_df1,2_df1,3_df1,4_df1,image_id,conf_score_df1,iou_score_df1,predicted_class_df1,ispion_df1,ispionpred_df1,result_df1,detected_df1,id,Unnamed: 0_df2,class_df2,0_df2,1_df2,2_df2,3_df2,4_df2,conf_score_df2,iou_score_df2,predicted_class_df2,ispion_df2,ispionpred_df2,result_df2,detected_df2,difference
1645,21804,4,0.0,0.0,0.0,0.0,0.9950000047683716,7055,0.9539610147476196,1.0,4,1,1,TP,1,0,23586,4,0.0060058794915676,0.00807336717844,0.5279255509376526,0.0432640723884105,0.4021185934543609,0.5279255509376526,0.6666666865348816,2,1,0,FN,1,2.4743944223541625
1646,21824,4,0.0,0.0,0.0,0.0,0.996999979019165,7062,0.9424149990081788,0.9166666666666666,4,1,1,TP,1,0,23610,4,0.0001124107511714,0.0063646510243415,0.0445179119706153,0.0004167601873632,0.9226652979850768,0.9226652979850768,0.5263158082962036,4,1,1,TP,1,1.0805651639835385
1647,21827,4,0.0,0.0010000000474974,0.0,0.0,0.996999979019165,7063,0.9315850138664246,0.9285714285714286,4,1,1,TP,1,0,23613,4,0.0001061275179381,0.0052668768912553,0.0121882762759923,0.0044317706488072,0.914352297782898,0.914352297782898,0.5737704634666443,4,1,1,TP,1,1.0903893186867573
1648,21852,2,0.0,0.0,0.0010000000474974,0.0,0.9580000042915344,7070,0.9304580092430116,0.6666666666666666,4,0,1,FP,1,0,23638,2,0.0032290399540215,0.0024879304692149,0.7699282765388489,0.008095952682197,0.2030374854803085,0.7699282765388489,0.6666666865348816,2,0,0,TN,1,4.718340566645983
1649,21868,4,0.0,0.0,0.0160000007599592,0.0,0.9369999766349792,7074,0.8990769982337952,1.0,4,1,1,TP,1,1,23654,4,3.815340460278094e-05,0.0029440131038427,0.7851450443267822,4.621447442332283e-05,0.1911795139312744,0.7851450443267822,0.5,2,1,0,FN,1,4.901152625441939
1650,21902,4,0.0,0.0,0.0,0.0,0.9990000128746032,7088,0.9815499782562256,1.0,4,1,1,TP,1,0,23696,4,0.0061925165355205,0.0636902153491973,0.0940006524324417,0.032033585011959,0.7986733913421631,0.7986733913421631,0.9200000166893004,4,1,1,TP,1,1.25082420887441
1651,21939,4,0.0109999999403953,0.0,0.0,0.0,0.9879999756813048,7099,0.960070013999939,1.0,4,1,1,TP,1,1,23733,4,0.0665405616164207,0.0961939394474029,0.0226950105279684,0.4867430627346039,0.2742375433444977,0.4867430627346039,0.800000011920929,3,1,0,FN,1,3.602715965261465
1652,21941,4,0.0,0.0010000000474974,0.0,0.0010000000474974,0.9279999732971193,7100,0.9011449813842772,1.0,4,1,1,TP,1,0,23736,1,0.0189114604145288,0.7401531338691711,0.0131287947297096,0.0136788580566644,0.1945503205060959,0.7401531338691711,0.7307692170143127,1,0,0,TN,1,4.769974014347831
1653,21943,4,0.0,0.003000000026077,0.0040000001899898,0.0,0.9810000061988832,7101,0.9218279719352722,0.7142857142857143,4,1,1,TP,1,0,23738,1,0.0245530158281326,0.6664796471595764,0.0274077840149402,0.0190527811646461,0.2530212998390198,0.6664796471595764,0.7307692170143127,1,0,0,TN,1,3.8771439670218544
1654,21948,4,0.0,0.0,0.0,0.0,0.99099999666214,7102,0.9311280250549316,0.7777777777777778,4,1,1,TP,1,0,23742,4,0.0055132997222244,0.0571195781230926,0.0900123417377471,0.0120555348694324,0.7783772349357605,0.7783772349357605,0.5384615659713745,4,1,1,TP,1,1.2731615882161909
1655,21976,4,0.0,0.003000000026077,0.0,0.0010000000474974,0.9919999837875366,7110,0.9411630034446716,1.0,4,1,1,TP,1,0,23770,4,0.0089390631765127,0.5147051811218262,0.0052861226722598,0.0425835587084293,0.4070082902908325,0.5147051811218262,0.5882353186607361,1,1,0,FN,1,2.437296751569093
1656,21991,4,0.003000000026077,0.0,0.0,0.0,0.9959999918937684,7114,0.9714400172233582,0.8333333333333334,4,1,1,TP,1,0,23785,4,0.011192618869245,0.0216873250901699,0.0235243141651153,0.0861152037978172,0.8131698966026306,0.8131698966026306,0.8333333134651184,4,1,1,TP,1,1.224836280898973
1657,22000,2,0.0,0.0010000000474974,0.0209999997168779,0.0,0.9700000286102296,7116,0.909824013710022,0.75,4,0,1,FP,1,0,23796,4,0.000697974814102,0.0142922336235642,0.0874072983860969,0.0059151081368327,0.875151515007019,0.875151515007019,0.5714285969734192,4,1,1,TP,1,1.1083795342597902
1658,22011,4,0.0,0.0,0.0,0.0,0.9950000047683716,7120,0.968666970729828,1.0,4,1,1,TP,1,1,23809,4,0.0110777067020535,0.0348169952630996,0.0133969271555542,0.0203816778957843,0.887333333492279,0.887333333492279,0.6363636255264282,4,1,1,TP,1,1.1213373455185647
1659,22025,4,0.0,0.0010000000474974,0.0,0.0,0.9850000143051147,7124,0.9400420188903807,1.0,4,1,1,TP,1,0,23823,4,0.0048657329753041,0.0573781505227088,0.0117794321849942,0.004662322346121,0.8667752146720886,0.8667752146720886,0.6973684430122375,4,1,1,TP,1,1.1363961470422894
1660,22029,4,0.0,0.0,0.0,0.0,0.9950000047683716,7125,0.951438009738922,0.9,4,1,1,TP,1,0,23827,4,0.0026840455830097,0.0115840854123234,0.013895752839744,0.0028662616387009,0.9360506534576416,0.9360506534576416,0.5903614163398743,4,1,1,TP,1,1.062976668081988
1661,22073,4,0.0,0.003000000026077,0.0,0.0,0.9950000047683716,7138,0.938103973865509,0.8695652173913043,4,1,1,TP,1,0,23871,4,1.8113587429979816e-05,0.0099199432879686,0.0020196533296257,9.735531421029007e-06,0.9747196435928344,0.9747196435928344,0.6896551847457886,4,1,1,TP,1,1.0208063531999658
1662,22081,4,0.0,0.0010000000474974,0.0010000000474974,0.0,0.9929999709129332,7140,0.9485819935798644,1.0,4,1,1,TP,1,1,23879,4,0.0021371571347117,0.143564835190773,0.0608388483524322,0.0091435946524143,0.7648741006851196,0.7648741006851196,0.5,4,1,1,TP,1,1.2982528366740027
1663,22085,4,0.0040000001899898,0.0,0.0,0.0,0.9940000176429749,7142,0.9670689702033995,1.0,4,1,1,TP,1,0,23883,4,0.0065517588518559,0.0291521660983562,0.0387317650020122,0.0323596782982349,0.853222668170929,0.853222668170929,0.7368420958518982,4,1,1,TP,1,1.1649948538918138
1664,22102,4,0.0,0.0,0.0,0.0,0.9980000257492064,7147,0.9667699933052064,0.8333333333333334,4,1,1,TP,1,1,23900,4,0.0098842568695545,0.0328352600336074,0.0407000407576561,0.0458171404898166,0.7962940335273743,0.7962940335273743,0.625,4,1,1,TP,1,1.2533059193327463
1665,22114,1,0.0,0.0070000002160668,0.0010000000474974,0.0,0.984000027179718,7150,0.9394299983978271,0.8666666666666667,4,0,1,FP,1,1,23912,1,0.0104012675583362,0.2833609580993652,0.4258649945259094,0.0050753029063344,0.1760724633932113,0.4258649945259094,0.5189873576164246,2,0,0,TN,1,5.58860828216059
1666,22121,4,0.0,0.0,0.0,0.0,0.9940000176429749,7153,0.9486169815063475,0.7777777777777778,4,1,1,TP,1,0,23923,4,0.0001786160573828,0.000583678134717,0.0159321371465921,0.0015712196473032,0.7721683979034424,0.7721683979034424,0.7272727489471436,4,1,1,TP,1,1.2872839918621894
1667,22139,4,0.0,0.0,0.0,0.0,0.9980000257492064,7159,0.9746230244636536,0.75,4,1,1,TP,1,0,23945,4,0.0033000151161104,0.0041979639790952,0.700052797794342,0.0127860754728317,0.2730916440486908,0.700052797794342,0.6000000238418579,2,1,0,FN,1,3.6544509782630636
1668,22148,4,0.0,0.0010000000474974,0.0,0.0,0.996999979019165,7162,0.9572740197181702,1.0,4,1,1,TP,1,0,23954,4,0.0005656250868923,0.0079631321132183,0.0819783359766006,0.0042122798040509,0.8643400073051453,0.8643400073051453,0.6666666865348816,4,1,1,TP,1,1.1534812349223882
1669,22151,4,0.0,0.0,0.0,0.0,0.9940000176429749,7163,0.9772689938545228,0.6666666666666666,4,1,1,TP,1,0,23957,4,0.0124236550182104,0.0113117024302482,0.2166314721107483,0.1000885367393493,0.5856751799583435,0.5856751799583435,0.5,4,1,1,TP,1,1.6971865150810619
1670,22181,3,0.0,0.0,0.0010000000474974,0.0020000000949949,0.953000009059906,7173,0.9094160199165344,0.5294117647058824,4,0,1,FP,1,1,23990,4,0.0302173532545566,0.0235643032938241,0.1290632635354995,0.2189891785383224,0.5072819590568542,0.5072819590568542,0.7142857313156128,4,1,1,TP,1,1.8786396638897567
1671,22205,4,0.0,0.0,0.0010000000474974,0.0,0.9990000128746032,7180,0.9251570105552672,1.0,4,1,1,TP,1,0,24012,4,0.000435297639342,0.0054589207284152,0.6728664636611938,0.0181692261248826,0.2568071782588959,0.6728664636611938,0.5,2,1,0,FN,1,3.890078227749062
1672,22240,4,0.0,0.0,0.0,0.0,0.9990000128746032,7192,0.9788810014724731,1.0,4,1,1,TP,1,0,24048,4,0.0026396913453936,0.0151553368195891,0.6881730556488037,0.0299656353890895,0.2447708994150161,0.6881730556488037,0.8333333134651184,2,1,0,FN,1,4.081367577853975
1673,22258,4,0.0,0.0,0.0,0.0,0.9980000257492064,7197,0.9651029706001282,1.0,4,1,1,TP,1,2,24066,4,0.0001876063324743,0.0019055769080296,0.0018898698035627,0.0005268403328955,0.9829846024513244,0.9829846024513244,0.8648648858070374,4,1,1,TP,1,1.0152753392682217
1674,22286,4,0.003000000026077,0.0,0.0,0.0,0.996999979019165,7205,0.973563015460968,1.0,4,1,1,TP,1,0,24094,4,0.0204357579350471,0.0400046445429325,0.1947602331638336,0.0623878687620162,0.6692893505096436,0.6692893505096436,0.8947368264198303,4,1,1,TP,1,1.4896396876178888
1675,22323,4,0.0,0.0040000001899898,0.0,0.0,0.99099999666214,7220,0.9602760076522828,0.7272727272727273,4,1,1,TP,1,1,24144,4,0.0148296328261494,0.1656434535980224,0.2125067561864853,0.0963381677865982,0.4808036386966705,0.4808036386966705,0.8888888955116272,4,1,1,TP,1,2.061132480919809
1676,22359,4,0.0,0.0070000002160668,0.0010000000474974,0.0,0.9800000190734864,7230,0.946404993534088,1.0,4,1,1,TP,1,1,24180,4,0.0017422392265871,0.6652882695198059,0.10660982131958,0.0041102594695985,0.2147173881530761,0.6652882695198059,0.5,1,1,0,FN,1,4.5641390643911235
1677,22390,4,0.0,0.0,0.0,0.0,0.9980000257492064,7242,0.9706609845161438,0.6666666666666666,4,1,1,TP,1,0,24220,4,0.0021561998873949,0.0242370404303073,0.0367525443434715,0.0102752521634101,0.8836340308189392,0.8836340308189392,0.5,4,1,1,TP,1,1.1294268791620379
1678,22396,4,0.0,0.0010000000474974,0.0,0.0,0.9789999723434448,7245,0.9407010078430176,0.7777777777777778,4,1,1,TP,1,0,24228,4,0.0146996909752488,0.0591773800551891,0.0891987755894661,0.0317862965166568,0.7081207036972046,0.7081207036972046,0.7307692170143127,4,1,1,TP,1,1.3825326208257136
1679,22404,4,0.0,0.0,0.0,0.0,0.9990000128746032,7247,0.9729390144348145,0.875,4,1,1,TP,1,1,24235,2,0.0028874713461846,0.0076750009320676,0.6535080671310425,0.0348204374313354,0.2183294743299484,0.6535080671310425,0.5,2,0,0,TN,1,4.5756534519241026
1680,22416,4,0.0,0.0,0.0,0.0,1.0,7251,0.9550989866256714,0.8571428571428571,4,1,1,TP,1,0,24248,4,0.000279527157545,0.0029635534156113,0.1030542179942131,0.001539246411994,0.8688349723815918,0.8688349723815918,0.5555555820465088,4,1,1,TP,1,1.1509665607254131
1681,22419,4,0.0,0.0,0.0,0.0,0.9980000257492064,7252,0.9692929983139038,0.75,4,1,1,TP,1,1,24251,4,0.0040967026725411,0.0141117507591843,0.4005899131298065,0.0135527439415454,0.5431666374206543,0.5431666374206543,0.6000000238418579,4,1,1,TP,1,1.8373735737681314
1682,22455,4,0.0,0.0010000000474974,0.0,0.0,0.996999979019165,7262,0.9690009951591492,0.8888888888888888,4,1,1,TP,1,0,24287,4,0.0092440405860543,0.0464620143175125,0.0343864373862743,0.0478465817868709,0.8113570213317871,0.8113570213317871,0.699999988079071,4,1,1,TP,1,1.2288055107758329
1683,22459,4,0.0,0.0,0.0,0.0,0.9980000257492064,7263,0.9582110047340392,1.0,4,1,1,TP,1,0,24291,4,0.0030562614556401,0.0096717430278658,0.1818879693746566,0.0380718298256397,0.7204506993293762,0.7204506993293762,0.7142857313156128,4,1,1,TP,1,1.3852440238841937
1684,22472,4,0.0,0.0010000000474974,0.0,0.0,0.9419999718666076,7268,0.9157959818840028,1.0,4,1,1,TP,1,1,24310,4,0.0198747515678405,0.0239867642521858,0.1710280030965805,0.5546237826347351,0.1812711507081985,0.5546237826347351,0.75,3,1,0,FN,1,5.19663481026274
1685,22476,4,0.0020000000949949,0.0,0.0,0.0,0.9959999918937684,7270,0.9885630011558532,0.6666666666666666,4,1,1,TP,1,0,24314,4,0.0579023957252502,0.0310433097183704,0.1627131104469299,0.0924476161599159,0.634369432926178,0.634369432926178,0.625,4,1,1,TP,1,1.5700630266806592
1686,22481,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,7272,0.9613469839096068,1.0,4,1,1,TP,1,0,24319,4,0.0017413718160241,0.049845352768898,0.0174257420003414,0.0516879297792911,0.8702924847602844,0.8702924847602844,0.7272727489471436,4,1,1,TP,1,1.1467409442517456
1687,22496,4,0.0,0.0,0.0020000000949949,0.0,0.8149999976158142,7276,0.7709190249443054,0.875,4,1,1,TP,1,0,24334,4,0.001723717781715,0.0040763937868177,0.4121967852115631,0.0117718707770109,0.3381633460521698,0.4121967852115631,0.574999988079071,2,1,0,FN,1,2.410077872514548
1688,22501,4,0.0,0.0010000000474974,0.0010000000474974,0.0,0.962000012397766,7278,0.9258540272712708,0.75,4,1,1,TP,1,1,24339,4,0.0391575396060943,0.0507304780185222,0.2961283028125763,0.1458812355995178,0.3288801610469818,0.3288801610469818,0.6000000238418579,4,1,1,TP,1,2.925077661526505
1689,22504,4,0.0,0.0020000000949949,0.0,0.0,0.99099999666214,7279,0.9596199989318848,1.0,4,1,1,TP,1,1,24342,4,0.0080412281677126,0.0667466521263122,0.0537201724946498,0.0223886556923389,0.8076351881027222,0.8076351881027222,0.7727272510528564,4,1,1,TP,1,1.2270391524051523
1690,22508,4,0.0,0.0,0.0,0.0,0.9959999918937684,7281,0.9720919728279114,1.0,4,1,1,TP,1,0,24346,4,0.0423927716910839,0.0784475058317184,0.150303229689598,0.0405531078577041,0.6498413681983948,0.6498413681983948,0.800000011920929,4,1,1,TP,1,1.5326817291657744
1691,22516,4,0.0,0.0010000000474974,0.0020000000949949,0.0,0.9919999837875366,7283,0.9473749995231628,0.8571428571428571,4,1,1,TP,1,0,24354,4,0.0004582072724588,0.0041048470884561,0.0426803603768348,0.0019160489318892,0.9329318404197692,0.9329318404197692,0.6800000071525574,4,1,1,TP,1,1.0633145325399012
1692,22522,4,0.0,0.0020000000949949,0.0,0.0,0.9940000176429749,7285,0.9621859788894652,1.0,4,1,1,TP,1,1,24360,4,0.0242502074688673,0.1198418661952018,0.0732978507876396,0.141165018081665,0.6145644783973694,0.6145644783973694,0.800000011920929,4,1,1,TP,1,1.6174055816487776
1693,22572,4,0.0020000000949949,0.0070000002160668,0.003000000026077,0.0010000000474974,0.912999987602234,7301,0.8484219908714294,1.0,4,1,1,TP,1,0,24412,4,0.0420800559222698,0.0737416893243789,0.1535559445619583,0.376016229391098,0.1988516896963119,0.376016229391098,0.5555555820465088,3,1,0,FN,1,4.591361476468094
1694,22589,4,0.0020000000949949,0.0010000000474974,0.0,0.0,0.9959999918937684,7306,0.9775710105895996,0.8888888888888888,4,1,1,TP,1,0,24429,4,0.0148654226213693,0.0435986407101154,0.1054082214832305,0.042782012373209,0.7502498626708984,0.7502498626708984,0.800000011920929,4,1,1,TP,1,1.3275577130370895
1695,22602,4,0.0,0.0010000000474974,0.0160000007599592,0.0,0.6620000004768372,7311,0.6367020010948181,0.6666666666666666,4,1,1,TP,1,0,24447,2,0.0030899548437446,0.0044679534621536,0.7985417246818542,0.0160547867417335,0.1450732201337814,0.7985417246818542,0.6666666865348816,2,0,0,TN,1,4.5632129752573505
1696,22609,4,0.0,0.0010000000474974,0.0,0.0,0.9950000047683716,7314,0.9231759905815125,0.5238095238095238,4,1,1,TP,1,0,24453,4,0.0004205298027954,0.028848685324192,0.0210094787180423,0.0004732937086373,0.9382882118225098,0.9382882118225098,0.5272727012634277,4,1,1,TP,1,1.060441762169969
1697,22639,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,7323,0.9377480149269104,1.0,4,1,1,TP,1,0,24487,4,0.0012085743946954,0.0159871540963649,0.0155487572774291,0.0260161757469177,0.9145787954330444,0.9145787954330444,0.5454545617103577,4,1,1,TP,1,1.0912127317326035
1698,22644,4,0.0010000000474974,0.0,0.0,0.0,0.9980000257492064,7324,0.9547650218009948,0.8,4,1,1,TP,1,0,24492,4,0.0014913502382114,0.0102897221222519,0.0060540223494172,0.013985943980515,0.9559403657913208,0.9559403657913208,0.5714285969734192,4,1,1,TP,1,1.043998204765701
1699,22654,4,0.0,0.003000000026077,0.0010000000474974,0.0,0.9710000157356262,7328,0.9382370114326476,1.0,4,1,1,TP,1,0,24504,4,0.0130404736846685,0.6243917346000671,0.0261546391993761,0.0144063178449869,0.3139899969100952,0.6243917346000671,0.5882353186607361,1,1,0,FN,1,3.0924552542788577
1700,22656,4,0.0,0.0020000000949949,0.0010000000474974,0.0,0.9929999709129332,7329,0.9489480257034302,0.9090909090909092,4,1,1,TP,1,0,24506,4,0.0177197940647602,0.5279778242111206,0.071282185614109,0.0436987914144992,0.2792410254478454,0.5279778242111206,0.5918367505073547,1,1,0,FN,1,3.556067627671703
1701,22663,4,0.0,0.0,0.0010000000474974,0.0,0.9959999918937684,7331,0.9863380193710328,0.8571428571428571,4,1,1,TP,1,0,24513,4,0.0007876564050093,0.0065989270806312,0.696137011051178,0.002348345471546,0.2749772071838379,0.696137011051178,0.7727272510528564,2,1,0,FN,1,3.6221183642609542
1702,22679,4,0.0,0.0,0.0,0.0,0.9980000257492064,7336,0.948410987854004,0.8,4,1,1,TP,1,0,24532,4,0.0012707820860669,0.0081799533218145,0.0759201794862747,0.0075834984891116,0.8901256918907166,0.8901256918907166,0.6875,4,1,1,TP,1,1.121190001413569
1703,22687,4,0.0,0.0,0.0,0.0,0.9980000257492064,7341,0.9425320029258728,0.875,4,1,1,TP,1,0,24544,4,0.001258821459487,0.0673691183328628,0.0083415238186717,0.0490943267941474,0.8613764047622681,0.8613764047622681,0.5,4,1,1,TP,1,1.1586108235976642
1704,22688,4,0.0,0.0020000000949949,0.0,0.0,0.9850000143051147,7342,0.9469190239906312,1.0,4,1,1,TP,1,0,24545,4,0.0023075428325682,0.0073884720914065,0.0004404778592288,0.0029947923030704,0.911889672279358,0.911889672279358,0.7894737124443054,4,1,1,TP,1,1.080174547698309
1705,22698,1,0.0,0.0010000000474974,0.0010000000474974,0.0,0.9670000076293944,7345,0.9180619716644288,0.8333333333333334,4,0,1,FP,1,0,24555,1,0.0241416431963443,0.3649145662784576,0.0705600976943969,0.1434012651443481,0.3736959993839264,0.3736959993839264,0.5517241358757019,4,0,1,FP,1,2.587664864551899
1706,22709,1,0.0,0.0020000000949949,0.0,0.0,0.962000012397766,7347,0.9091280102729796,1.0,4,0,1,FP,1,1,24566,1,0.0479260347783565,0.2032001316547393,0.0728625953197479,0.0519628748297691,0.577857494354248,0.577857494354248,0.5555555820465088,4,0,1,FP,1,1.664770331434041
1707,22714,4,0.0,0.0010000000474974,0.0010000000474974,0.0,0.975000023841858,7349,0.9485870003700256,0.75,4,1,1,TP,1,1,24571,4,0.0315775200724601,0.1853575110435485,0.1667172163724899,0.0031464218627661,0.5918228030204773,0.5918228030204773,0.6000000238418579,4,1,1,TP,1,1.6474526139678376
1708,22746,4,0.0,0.0130000002682209,0.0020000000949949,0.0,0.972000002861023,7364,0.9212729930877686,1.0,4,1,1,TP,1,1,24613,4,0.0001957730419235,0.7288054823875427,0.0072813886217772,0.0012336369836702,0.2119212597608566,0.7288054823875427,0.5,1,1,0,FN,1,4.5866092149408715
1709,22797,4,0.0,0.0,0.0010000000474974,0.0,0.9980000257492064,7379,0.9413530230522156,0.75,4,1,1,TP,1,1,24669,4,0.0170421693474054,0.0372514314949512,0.0473843365907669,0.0794871151447296,0.779265820980072,0.779265820980072,0.6071428656578064,4,1,1,TP,1,1.2806926710760076
1710,22799,4,0.0,0.0010000000474974,0.0,0.0,0.9919999837875366,7380,0.9654380083084106,0.75,4,1,1,TP,1,0,24671,4,0.0351603962481021,0.0850999355316162,0.0222223158925771,0.0686427503824234,0.4548629522323608,0.4548629522323608,0.6875,4,1,1,TP,1,2.180876633102417
1711,22811,4,0.0,0.0010000000474974,0.0040000001899898,0.0,0.9139999747276306,7384,0.8878679871559143,1.0,4,1,1,TP,1,0,24684,1,0.056825827807188,0.2400592714548111,0.2602618336677551,0.0720378383994102,0.2132068574428558,0.2602618336677551,0.5,2,0,0,TN,1,4.2869164045185695
1712,22814,4,0.0,0.0040000001899898,0.0010000000474974,0.0,0.9860000014305116,7385,0.9477689862251282,0.7142857142857143,4,1,1,TP,1,0,24686,4,0.0952180325984954,0.1697380542755127,0.0313588269054889,0.2121205925941467,0.3741790950298309,0.3741790950298309,0.5,4,1,1,TP,1,2.6351017855551344
1713,22847,4,0.0,0.0010000000474974,0.0,0.0,0.9850000143051147,7393,0.932474970817566,0.75,4,1,1,TP,1,0,24719,4,0.0042809899896383,0.0096247484907507,0.60221928358078,0.0256218537688255,0.1770027428865432,0.60221928358078,0.5,2,1,0,FN,1,5.564885595792654
1714,22866,4,0.0,0.0,0.0010000000474974,0.0010000000474974,0.949999988079071,7398,0.9162920117378236,0.8,4,1,1,TP,1,1,24738,4,0.0038329584058374,0.0094435513019561,0.6456897854804993,0.0663525387644767,0.155666172504425,0.6456897854804993,0.5714285969734192,2,1,0,FN,1,6.102803022616016
1715,22887,4,0.0,0.0,0.0,0.0,0.996999979019165,7404,0.966946005821228,0.75,4,1,1,TP,1,0,24759,4,0.0003116050502285,0.0034421922173351,0.2008149474859237,0.0062470664270222,0.6891061663627625,0.6891061663627625,0.5,4,1,1,TP,1,1.4468017087722878
1716,22890,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,7405,0.9919450283050536,1.0,4,1,1,TP,1,0,24762,4,0.0072296867147088,0.0180842690169811,0.0832909569144249,0.0340645462274551,0.7034953832626343,0.7034953832626343,0.8387096524238586,4,1,1,TP,1,1.41863052621715
1717,22892,4,0.0,0.0,0.0,0.0,0.9819999933242798,7406,0.9463639855384828,0.8333333333333334,4,1,1,TP,1,0,24764,4,0.0003051224339287,0.0242398139089345,0.0241738222539424,0.002989828120917,0.9413427114486694,0.9413427114486694,0.5555555820465088,4,1,1,TP,1,1.04319073317415
1718,22904,4,0.0,0.0,0.0289999991655349,0.0040000001899898,0.9279999732971193,7410,0.8928700089454651,0.8,4,1,1,TP,1,0,24776,4,0.000922774139326,0.0034822442103177,0.539472758769989,0.0006915834965184,0.3698064386844635,0.539472758769989,0.5,2,1,0,FN,1,2.5094208110555183
1719,22946,4,0.0,0.0020000000949949,0.0020000000949949,0.0,0.9890000224113464,7422,0.9490759968757628,0.9333333333333332,4,1,1,TP,1,0,24818,4,0.003013209439814,0.010004716925323,0.0011806465918198,0.0033048437908291,0.9370522499084472,0.9370522499084472,0.6315789222717285,4,1,1,TP,1,1.0554374342604425
1720,22955,4,0.0,0.0,0.0,0.0,0.9990000128746032,7424,0.9612280130386353,0.7142857142857143,4,1,1,TP,1,0,24827,4,0.0024704716634005,0.0195902809500694,0.135189414024353,0.0362302362918853,0.7911657094955444,0.7911657094955444,0.5555555820465088,4,1,1,TP,1,1.2626937705775647
1721,22958,4,0.0010000000474974,0.0010000000474974,0.0,0.0,0.9929999709129332,7426,0.9804509878158568,1.0,4,1,1,TP,1,0,24830,4,0.0048119788989424,0.0030238826293498,0.0229852888733148,0.0201258808374404,0.7686840891838074,0.7686840891838074,0.875,4,1,1,TP,1,1.2918180366752559
1722,22976,4,0.0,0.0010000000474974,0.0010000000474974,0.0,0.9940000176429749,7433,0.9803019762039183,1.0,4,1,1,TP,1,1,24848,4,0.0241606272757053,0.0661826655268669,0.2007093876600265,0.1801461577415466,0.4972803294658661,0.4972803294658661,0.8461538553237915,4,1,1,TP,1,1.9988725850279268
1723,22988,0,0.0160000007599592,0.0,0.0,0.0,0.9729999899864196,7436,0.9613199830055236,1.0,4,0,1,FP,1,0,24860,0,0.0167507994920015,0.0184307787567377,0.2930099666118622,0.0461657419800758,0.6125411987304688,0.6125411987304688,0.8461538553237915,4,0,1,FP,1,1.5884645669597817
1724,23020,1,0.0,0.0040000001899898,0.0010000000474974,0.0,0.9869999885559082,7444,0.9483019709587096,1.0,4,0,1,FP,1,1,24892,1,0.0197727344930171,0.1492028683423996,0.1419687569141388,0.0310344528406858,0.5072656869888306,0.5072656869888306,0.5,4,0,1,FP,1,1.9457259063092136
1725,23023,4,0.0020000000949949,0.0,0.0,0.0,0.977999985218048,7445,0.9469879865646362,1.0,4,1,1,TP,1,0,24895,4,0.0591651462018489,0.0358325093984603,0.0269140731543302,0.2726819813251495,0.5434888601303101,0.5434888601303101,0.8461538553237915,4,1,1,TP,1,1.7994848780958583
1726,23035,4,0.0,0.0,0.0020000000949949,0.0,0.9520000219345092,7448,0.9146220088005066,0.5833333333333334,4,1,1,TP,1,1,24907,4,0.0005167774506844,0.0055681844241917,0.0688089206814765,0.0036409473977983,0.9069960713386536,0.9069960713386536,0.5454545617103577,4,1,1,TP,1,1.04961868305497
1727,23041,4,0.0,0.0,0.0,0.0,0.9929999709129332,7450,0.955249011516571,0.8571428571428571,4,1,1,TP,1,1,24913,4,0.0013525035465136,0.0145140988752245,0.0292237047106027,0.0023757307790219,0.8643270134925842,0.8643270134925842,0.6800000071525574,4,1,1,TP,1,1.148870688306276
1728,23044,4,0.0,0.0010000000474974,0.0,0.0,0.9959999918937684,7451,0.9553819894790648,0.8888888888888888,4,1,1,TP,1,1,24916,4,0.0645880028605461,0.029397627338767,0.0048680794425308,0.0979718938469886,0.6957177519798279,0.6957177519798279,0.6875,4,1,1,TP,1,1.4316150321871435
1729,23049,4,0.0,0.0,0.0,0.0,0.996999979019165,7452,0.950747013092041,1.0,4,1,1,TP,1,2,24921,4,0.0250310208648443,0.2032417953014373,0.0403742156922817,0.0698131173849105,0.5805086493492126,0.5805086493492126,0.5714285969734192,4,1,1,TP,1,1.7174593007991628
1730,23053,4,0.0,0.0040000001899898,0.0,0.0,0.9559999704360962,7454,0.9077330231666564,1.0,4,1,1,TP,1,0,24925,4,0.0016570214647799,0.4646485149860382,0.0305207651108503,0.0001118326254072,0.1806788891553878,0.4646485149860382,0.6132075190544128,1,1,0,FN,1,5.291154793485116
1731,23080,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,7463,0.9719510078430176,0.8333333333333334,4,1,1,TP,1,0,24956,4,0.0168291255831718,0.0733565986156463,0.2343848049640655,0.024819565936923,0.5677742958068848,0.5677742958068848,0.625,4,1,1,TP,1,1.7577407662157587
1732,23097,4,0.0,0.0,0.003000000026077,0.0,0.9869999885559082,7467,0.952758014202118,0.8333333333333334,4,1,1,TP,1,0,24973,4,0.0030284598469734,0.0066614681854844,0.2679817676544189,0.0012343395501375,0.5054651498794556,0.5054651498794556,0.6363636255264282,4,1,1,TP,1,1.9526568523889136
1733,23160,4,0.0,0.0,0.0,0.0,0.9990000128746032,7487,0.984396994113922,1.0,4,1,1,TP,1,0,25044,4,0.007396959234029,0.0298529732972383,0.1112335100769996,0.0278288386762142,0.8185572028160095,0.8185572028160095,0.875,4,1,1,TP,1,1.2204400736293473
